joint_value_FR_Thigh,accel_x,accel_y,accel_z,foot_force,"Label (stand : 1, Sit : 0)"
-0.65793309,0.300472,0.0658405,9.60793,29,1
-0.675800077,0.300472,0.0658405,9.60793,29,1
-0.672564014,0.316035,0.0502782,9.54927,29,1
-0.6901047,0.316035,0.0502782,9.54927,29,1
-0.699670878,0.385466,0.0347159,9.56843,29,1
-0.695867429,0.385466,0.0347159,9.56843,29,1
-0.694308801,0.33878,0.0371101,9.5385,29,1
-0.664704098,0.33878,0.0371101,9.5385,29,1
-0.652834815,0.33878,0.0371101,9.5385,29,1
-0.695417419,0.349553,0.0371101,9.59596,29,1
-0.671226171,0.349553,0.0371101,9.59596,29,1
-0.677537466,0.349553,0.0371101,9.59596,29,1
-0.679216002,0.336385,-0.0287304,9.48822,29,1
-0.677520798,0.336385,-0.0287304,9.48822,29,1
-0.656091389,0.290895,-0.0347159,9.60793,29,1
-0.698100021,0.290895,-0.0347159,9.60793,29,1
-0.669392839,0.287304,-0.0383072,9.51216,29,1
-0.68069425,0.287304,-0.0383072,9.51216,29,1
-0.683783381,0.287304,-0.0383072,9.51216,29,1
-0.657867838,0.241814,-0.011971,9.50857,29,1
-0.660323149,0.241814,-0.011971,9.50857,29,1
-0.65085917,0.20231,0.00718261,9.51097,29,1
-0.655028612,0.20231,0.00718261,9.51097,29,1
-0.67477344,0.20231,0.00718261,9.51097,29,1
-0.685932863,0.198719,-0.0227449,9.62948,29,1
-0.684260811,0.198719,-0.0227449,9.62948,29,1
-0.679136287,0.198719,-0.0227449,9.62948,29,1
-0.664111394,0.211887,-0.0203507,9.54808,29,1
-0.651883792,0.211887,-0.0203507,9.54808,29,1
-0.697068336,0.204704,0.0191536,9.6618,29,1
-0.683949505,0.204704,0.0191536,9.6618,29,1
-0.650057091,0.204704,0.0191536,9.6618,29,1
-0.690712245,0.233435,0.0502782,9.57561,29,1
-0.676230316,0.233435,0.0502782,9.57561,29,1
-0.665087633,0.235829,0.0790087,9.58519,29,1
-0.679224996,0.235829,0.0790087,9.58519,29,1
-0.660584612,0.235829,0.0790087,9.58519,29,1
-0.662906867,0.287304,0.0706289,9.57202,29,1
-0.686306824,0.287304,0.0706289,9.57202,29,1
-0.671576888,0.298078,0.0371101,9.60673,29,1
-0.667208575,0.298078,0.0371101,9.60673,29,1
-0.651393907,0.298078,0.0371101,9.60673,29,1
-0.677688577,0.343568,0.0658405,9.5816,29,1
-0.661836235,0.343568,0.0658405,9.5816,29,1
-0.651730785,0.356736,0.0562637,9.62708,29,1
-0.686996968,0.356736,0.0562637,9.62708,29,1
-0.67330868,0.356736,0.0562637,9.62708,29,1
-0.691404611,0.351948,0.047884,9.56723,29,1
-0.685196356,0.351948,0.047884,9.56723,29,1
-0.689701305,0.397437,0.0131681,9.578,29,1
-0.697547719,0.397437,0.0131681,9.578,29,1
-0.650198146,0.397437,0.0131681,9.578,29,1
-0.687233079,0.392649,-0.0023942,9.59237,29,1
-0.687369974,0.392649,-0.0023942,9.59237,29,1
-0.691827376,0.371101,-0.0502782,9.54808,29,1
-0.654080542,0.371101,-0.0502782,9.54808,29,1
-0.681587932,0.371101,-0.0502782,9.54808,29,1
-0.682447781,0.307655,-0.0490811,9.55526,29,1
-0.673039618,0.307655,-0.0490811,9.55526,29,1
-0.674115993,0.286107,-0.0610521,9.56484,29,1
-0.662730338,0.286107,-0.0610521,9.56484,29,1
-0.672086485,0.286107,-0.0610521,9.56484,29,1
-0.678696758,0.254982,-0.0215478,9.61871,29,1
-0.69094658,0.254982,-0.0215478,9.61871,29,1
-0.678982417,0.23942,-0.0203507,9.56364,29,1
-0.655197712,0.23942,-0.0203507,9.56364,29,1
-0.666140976,0.23942,-0.0203507,9.56364,29,1
-0.68609969,0.229843,-0.0323217,9.57202,29,1
-0.682541798,0.229843,-0.0323217,9.57202,29,1
-0.677313427,0.198719,0.0323217,9.56843,29,1
-0.66933137,0.198719,0.0323217,9.56843,29,1
-0.658621144,0.198719,0.0323217,9.56843,29,1
-0.661798439,0.190339,0.0562637,9.60195,29,1
-0.666846204,0.190339,0.0562637,9.60195,29,1
-0.672588008,0.187945,0.0395043,9.5397,29,1
-0.691207244,0.187945,0.0395043,9.5397,29,1
-0.679827287,0.187945,0.0395043,9.5397,29,1
-0.665997549,0.246603,0.0574608,9.6642,29,1
-0.65279383,0.246603,0.0574608,9.6642,29,1
-0.675967275,0.277727,0.108936,9.5792,29,1
-0.651531568,0.277727,0.108936,9.5792,29,1
-0.683166389,0.277727,0.108936,9.5792,29,1
-0.691165257,0.312443,0.0658405,9.67018,29,1
-0.660602692,0.312443,0.0658405,9.67018,29,1
-0.671082505,0.305261,0.0814029,9.47505,29,1
-0.679152594,0.305261,0.0814029,9.47505,29,1
-0.669377891,0.305261,0.0814029,9.47505,29,1
-0.661067253,0.337582,0.0849942,9.58878,29,1
-0.677167219,0.337582,0.0849942,9.58878,29,1
-0.682797828,0.381875,0.0490811,9.54927,29,1
-0.673653737,0.381875,0.0490811,9.54927,29,1
-0.66287501,0.381875,0.0490811,9.54927,29,1
-0.653531072,0.365116,0.0155623,9.60673,29,1
-0.684884517,0.365116,0.0155623,9.60673,29,1
-0.65623523,0.371101,0.0215478,9.50019,29,1
-0.675119084,0.371101,0.0215478,9.50019,29,1
-0.690977593,0.371101,0.0215478,9.50019,29,1
-0.666391322,0.3304,0.00837971,9.59476,29,1
-0.655664043,0.3304,0.00837971,9.59476,29,1
-0.686014251,0.316035,-0.0335188,9.53251,29,1
-0.683307951,0.316035,-0.0335188,9.53251,29,1
-0.699617602,0.316035,-0.0335188,9.53251,29,1
-0.670720978,0.316035,-0.0407014,9.54808,29,1
-0.656786723,0.316035,-0.0407014,9.54808,29,1
-0.678746647,0.246603,-0.0203507,9.61751,29,1
-0.670026135,0.246603,-0.0203507,9.61751,29,1
-0.691575305,0.246603,-0.0203507,9.61751,29,1
-0.652159231,0.225055,-0.0383072,9.50857,29,1
-0.654579954,0.225055,-0.0383072,9.50857,29,1
-0.660886019,0.225055,-0.0383072,9.50857,29,1
-0.672322493,0.183156,-0.011971,9.61751,29,1
-0.672686292,0.183156,-0.011971,9.61751,29,1
-0.681008709,0.209493,-0.0335188,9.52174,29,1
-0.694917356,0.209493,-0.0335188,9.52174,29,1
-0.677761502,0.209493,-0.0335188,9.52174,29,1
-0.652419602,0.219069,0.0107739,9.56124,29,1
-0.672801172,0.219069,0.0107739,9.56124,29,1
-0.673468796,0.177171,0.0323217,9.62708,29,1
-0.685132593,0.177171,0.0323217,9.62708,29,1
-0.691646359,0.177171,0.0323217,9.62708,29,1
-0.672053319,0.223858,0.0610521,9.5792,29,1
-0.696380055,0.223858,0.0610521,9.5792,29,1
-0.698494575,0.274136,0.0730232,9.59596,29,1
-0.668744899,0.274136,0.0730232,9.59596,29,1
-0.660237075,0.274136,0.0730232,9.59596,29,1
-0.652362781,0.308852,0.0873884,9.60913,29,1
-0.663949988,0.308852,0.0873884,9.60913,29,1
-0.65787427,0.308852,0.0873884,9.60913,29,1
-0.665177421,0.343568,0.0323217,9.61272,29,1
-0.676398524,0.343568,0.0323217,9.61272,29,1
-0.665353671,0.336385,0.0646434,9.58998,29,1
-0.676195966,0.336385,0.0646434,9.58998,29,1
-0.688657951,0.335188,0.0526724,9.60554,29,1
-0.692057329,0.335188,0.0526724,9.60554,29,1
-0.666390732,0.335188,0.0526724,9.60554,29,1
-0.683637699,0.35913,0.0538695,9.56603,29,1
-0.695204989,0.35913,0.0538695,9.56603,29,1
-0.69545573,0.354342,0,9.56603,29,1
-0.679588432,0.354342,0,9.56603,29,1
-0.650858441,0.354342,0,9.56603,29,1
-0.698545074,0.341174,-0.0251391,9.54449,29,1
-0.662343727,0.341174,-0.0251391,9.54449,29,1
-0.666808452,0.341174,-0.0251391,9.54449,29,1
-0.677073879,0.325611,-0.00718261,9.61511,29,1
-0.664108975,0.325611,-0.00718261,9.61511,29,1
-0.652165649,0.295684,-0.0490811,9.49062,29,1
-0.691214489,0.295684,-0.0490811,9.49062,29,1
-0.665112017,0.258574,-0.011971,9.61272,29,1
-0.692110071,0.258574,-0.011971,9.61272,29,1
-0.659007757,0.258574,-0.011971,9.61272,29,1
-0.693499419,0.2478,-0.0131681,9.51456,29,1
-0.666064871,0.2478,-0.0131681,9.51456,29,1
-0.690575493,0.238223,-0.0466869,9.60075,29,1
-0.668871263,0.238223,-0.0466869,9.60075,29,1
-0.655432452,0.238223,-0.0466869,9.60075,29,1
-0.695447177,0.240617,-0.011971,9.60075,29,1
-0.682956298,0.240617,-0.011971,9.60075,29,1
-0.675634499,0.207098,-0.0011971,9.578,29,1
-0.685730626,0.207098,-0.0011971,9.578,29,1
-0.654897964,0.207098,-0.0011971,9.578,29,1
-0.677456356,0.209493,0.0203507,9.61751,29,1
-0.68186246,0.209493,0.0203507,9.61751,29,1
-0.697348176,0.21069,0.0634463,9.57681,29,1
-0.684578153,0.21069,0.0634463,9.57681,29,1
-0.677388054,0.21069,0.0634463,9.57681,29,1
-0.663781073,0.275333,0.0742203,9.57561,29,1
-0.650733386,0.275333,0.0742203,9.57561,29,1
-0.660610845,0.299275,0.0706289,9.62469,29,1
-0.659916823,0.299275,0.0706289,9.62469,29,1
-0.666347004,0.299275,0.0706289,9.62469,29,1
-0.669733238,0.304064,0.0538695,9.578,29,1
-0.657549162,0.304064,0.0538695,9.578,29,1
-0.656644541,0.323217,0.0670376,9.59596,29,1
-0.658339065,0.323217,0.0670376,9.59596,29,1
-0.67491086,0.323217,0.0670376,9.59596,29,1
-0.657983349,0.378284,0.0933739,9.57561,29,1
-0.661236625,0.378284,0.0933739,9.57561,29,1
-0.695769636,0.393846,0.0574608,9.62708,29,1
-0.671724037,0.393846,0.0574608,9.62708,29,1
-0.663124606,0.393846,0.0574608,9.62708,29,1
-0.68157209,0.360327,0.0143652,9.56244,29,1
-0.695393052,0.360327,0.0143652,9.56244,29,1
-0.664073096,0.36751,0.0047884,9.51695,29,1
-0.650274602,0.36751,0.0047884,9.51695,29,1
-0.656003998,0.36751,0.0047884,9.51695,29,1
-0.698487978,0.335188,0.0011971,9.61631,29,1
-0.698881136,0.335188,0.0011971,9.61631,29,1
-0.658770781,0.31364,-0.0131681,9.54688,29,1
-0.690584576,0.31364,-0.0131681,9.54688,29,1
-0.67361428,0.31364,-0.0131681,9.54688,29,1
-0.680170052,0.264559,-0.035913,9.52892,29,1
-0.6879311,0.264559,-0.035913,9.52892,29,1
-0.656287362,0.277727,-0.0275333,9.58998,29,1
-0.652908148,0.277727,-0.0275333,9.58998,29,1
-0.695596597,0.277727,-0.0275333,9.58998,29,1
-0.654048936,0.21069,-0.0347159,9.55167,29,1
-0.657387187,0.21069,-0.0347159,9.55167,29,1
-0.686302482,0.23104,-0.00718261,9.57561,29,1
-0.663188842,0.23104,-0.00718261,9.57561,29,1
-0.67464799,0.23104,-0.00718261,9.57561,29,1
-0.652798796,0.252588,-0.0227449,9.56723,29,1
-0.697099604,0.252588,-0.0227449,9.56723,29,1
-0.680510953,0.252588,-0.0227449,9.56723,29,1
-0.674505125,0.179565,-0.0059855,9.60554,29,1
-0.661082891,0.179565,-0.0059855,9.60554,29,1
-0.67603706,0.191536,0.0610521,9.53611,29,1
-0.665173268,0.191536,0.0610521,9.53611,29,1
-0.68046961,0.191536,0.0610521,9.53611,29,1
-0.680783268,0.253785,0.104148,9.60195,29,1
-0.679215309,0.253785,0.104148,9.60195,29,1
-0.696935248,0.257377,0.0754174,9.63546,29,1
-0.668813343,0.257377,0.0754174,9.63546,29,1
-0.695747484,0.257377,0.0754174,9.63546,29,1
-0.688737756,0.294487,0.0586579,9.59357,29,1
-0.65865288,0.294487,0.0586579,9.59357,29,1
-0.661186144,0.354342,0.0921768,9.60793,29,1
-0.658098029,0.354342,0.0921768,9.60793,29,1
-0.660617128,0.354342,0.0921768,9.60793,29,1
-0.690038006,0.33878,0.0490811,9.59117,29,1
-0.678223071,0.33878,0.0490811,9.59117,29,1
-0.673312056,0.33878,0.0490811,9.59117,29,1
-0.654075254,0.378284,0.0706289,9.63187,29,1
-0.686511328,0.378284,0.0706289,9.63187,29,1
-0.654634794,0.339977,0.0383072,9.56124,29,1
-0.697524592,0.339977,0.0383072,9.56124,29,1
-0.682451139,0.385466,-0.0011971,9.5816,29,1
-0.657456123,0.385466,-0.0011971,9.5816,29,1
-0.650287444,0.385466,-0.0011971,9.5816,29,1
-0.655617599,0.337582,-0.0371101,9.56603,29,1
-0.675572722,0.337582,-0.0371101,9.56603,29,1
-0.668173937,0.3304,-0.0131681,9.48583,29,1
-0.657985489,0.3304,-0.0131681,9.48583,29,1
-0.67598187,0.3304,-0.0131681,9.48583,29,1
-0.698968689,0.304064,-0.0490811,9.57082,29,1
-0.690417824,0.304064,-0.0490811,9.57082,29,1
-0.673147209,0.304064,-0.0490811,9.57082,29,1
-0.657558747,0.274136,-0.0383072,9.58279,29,1
-0.664969696,0.274136,-0.0383072,9.58279,29,1
-0.656428929,0.251391,-0.0167594,9.53611,29,1
-0.69445145,0.251391,-0.0167594,9.53611,29,1
-0.675828389,0.216675,0.0011971,9.60793,29,1
-0.677073616,0.216675,0.0011971,9.60793,29,1
-0.661136955,0.216675,0.0011971,9.60793,29,1
-0.6832593,0.192733,-0.0407014,9.578,29,1
-0.66085914,0.192733,-0.0407014,9.578,29,1
-0.653747201,0.20231,0.00718261,9.55526,29,1
-0.687979573,0.20231,0.00718261,9.55526,29,1
-0.679435604,0.20231,0.00718261,9.55526,29,1
-0.651669159,0.201113,0.0526724,9.59716,29,1
-0.698671372,0.201113,0.0526724,9.59716,29,1
-0.685456707,0.232238,0.0514753,9.54209,29,1
-0.670388232,0.232238,0.0514753,9.54209,29,1
-0.688440661,0.232238,0.0514753,9.54209,29,1
-0.67657083,0.25618,0.0538695,9.62828,29,1
-0.665775202,0.25618,0.0538695,9.62828,29,1
-0.65397035,0.298078,0.0909797,9.59835,29,1
-0.684833017,0.298078,0.0909797,9.59835,29,1
-0.661152815,0.298078,0.0909797,9.59835,29,1
-0.680342942,0.305261,0.0407014,9.60314,29,1
-0.683524945,0.305261,0.0407014,9.60314,29,1
-0.68286034,0.341174,0.0909797,9.58878,29,1
-0.683969554,0.341174,0.0909797,9.58878,29,1
-0.660114472,0.341174,0.0909797,9.58878,29,1
-0.696361922,0.357933,0.0646434,9.60793,29,1
-0.671062459,0.357933,0.0646434,9.60793,29,1
-0.658927048,0.357933,0.0646434,9.60793,29,1
-0.690542829,0.389058,0.0586579,9.58638,29,1
-0.685784485,0.389058,0.0586579,9.58638,29,1
-0.680123922,0.37589,0.023942,9.51216,29,1
-0.679435261,0.37589,0.023942,9.51216,29,1
-0.68354459,0.320823,0.0275333,9.60314,29,1
-0.696440986,0.320823,0.0275333,9.60314,29,1
-0.670268054,0.320823,0.0275333,9.60314,29,1
-0.687251735,0.324414,0,9.55646,29,1
-0.657668832,0.324414,0,9.55646,29,1
-0.677326955,0.296881,-0.0299275,9.56244,29,1
-0.661089736,0.296881,-0.0299275,9.56244,29,1
-0.670696355,0.296881,-0.0299275,9.56244,29,1
-0.662621553,0.305261,-0.0395043,9.57322,29,1
-0.698208597,0.305261,-0.0395043,9.57322,29,1
-0.694341268,0.269348,-0.0059855,9.54688,29,1
-0.681711261,0.269348,-0.0059855,9.54688,29,1
-0.654683028,0.269348,-0.0059855,9.54688,29,1
-0.669145478,0.207098,-0.0179565,9.53012,29,1
-0.686903019,0.207098,-0.0179565,9.53012,29,1
-0.688519921,0.214281,-0.0263362,9.58998,29,1
-0.675227082,0.214281,-0.0263362,9.58998,29,1
-0.69905659,0.214281,-0.0263362,9.58998,29,1
-0.657799327,0.208296,0.00957681,9.63546,29,1
-0.666173578,0.208296,0.00957681,9.63546,29,1
-0.680809834,0.229843,0.0179565,9.55646,29,1
-0.666907677,0.229843,0.0179565,9.55646,29,1
-0.650632854,0.229843,0.0179565,9.55646,29,1
-0.653337657,0.233435,0.0730232,9.56244,29,1
-0.664649213,0.233435,0.0730232,9.56244,29,1
-0.696690899,0.233435,0.0730232,9.56244,29,1
-0.675647367,0.252588,0.0418985,9.55885,29,1
-0.681579164,0.252588,0.0418985,9.55885,29,1
-0.659687881,0.287304,0.0442927,9.58279,29,1
-0.694853731,0.287304,0.0442927,9.58279,29,1
-0.685842507,0.287304,0.0442927,9.58279,29,1
-0.695003115,0.317232,0.0694318,9.59955,29,1
-0.662327638,0.317232,0.0694318,9.59955,29,1
-0.651208437,0.363919,0.0442927,9.56723,29,1
-0.664891572,0.363919,0.0442927,9.56723,29,1
-0.667387448,0.363919,0.0442927,9.56723,29,1
-0.679988229,0.31364,0.0634463,9.59237,29,1
-0.671317551,0.31364,0.0634463,9.59237,29,1
-0.679563527,0.349553,0.0323217,9.54808,29,1
-0.694734478,0.349553,0.0323217,9.54808,29,1
-0.681970701,0.349553,0.0323217,9.54808,29,1
-0.670521859,0.387861,0.0490811,9.62708,29,1
-0.69329373,0.387861,0.0490811,9.62708,29,1
-0.671420782,0.387861,0.0490811,9.62708,29,1
-0.676122982,0.383072,0.0035913,9.56364,29,1
-0.669242218,0.383072,0.0035913,9.56364,29,1
-0.66667367,0.349553,-0.0299275,9.5816,29,1
-0.665714488,0.349553,-0.0299275,9.5816,29,1
-0.673312552,0.307655,-0.0215478,9.5397,29,1
-0.662477785,0.307655,-0.0215478,9.5397,29,1
-0.663482209,0.307655,-0.0215478,9.5397,29,1
-0.650341289,0.304064,-0.0191536,9.59716,29,1
-0.682183828,0.304064,-0.0191536,9.59716,29,1
-0.658948941,0.275333,-0.0251391,9.54808,29,1
-0.66407807,0.275333,-0.0251391,9.54808,29,1
-0.656169771,0.275333,-0.0251391,9.54808,29,1
-0.650865597,0.265756,-0.0263362,9.59117,29,1
-0.681224581,0.265756,-0.0263362,9.59117,29,1
-0.682134511,0.265756,-0.0263362,9.59117,29,1
-0.680912304,0.213084,-0.0215478,9.56603,29,1
-0.663710704,0.213084,-0.0215478,9.56603,29,1
-0.675247469,0.195127,-0.0275333,9.54808,29,1
-0.671521402,0.195127,-0.0275333,9.54808,29,1
-0.694925724,0.199916,-0.0191536,9.53012,29,1
-0.672206422,0.199916,-0.0191536,9.53012,29,1
-0.658012364,0.199916,-0.0191536,9.53012,29,1
-0.675537378,0.172383,0.0323217,9.59237,29,1
-0.67048595,0.172383,0.0323217,9.59237,29,1
-0.669315807,0.257377,0.0311246,9.57561,29,1
-0.65321402,0.257377,0.0311246,9.57561,29,1
-0.687826933,0.257377,0.0311246,9.57561,29,1
-0.693924997,0.251391,0.0574608,9.60195,29,1
-0.667254792,0.251391,0.0574608,9.60195,29,1
-0.690893998,0.282516,0.0634463,9.57202,29,1
-0.663697393,0.282516,0.0634463,9.57202,29,1
-0.651136858,0.282516,0.0634463,9.57202,29,1
-0.694316305,0.302867,0.0023942,9.55406,29,1
-0.680100066,0.302867,0.0023942,9.55406,29,1
-0.66480977,0.33878,0.094571,9.59596,29,1
-0.698748607,0.33878,0.094571,9.59596,29,1
-0.657949127,0.33878,0.094571,9.59596,29,1
-0.651992159,0.377087,0.0538695,9.61871,29,1
-0.650097494,0.377087,0.0538695,9.61871,29,1
-0.668617327,0.336385,0.0550666,9.55406,29,1
-0.696582105,0.336385,0.0550666,9.55406,29,1
-0.689311669,0.336385,0.0550666,9.55406,29,1
-0.66534947,0.371101,0.0514753,9.55047,29,1
-0.662843235,0.371101,0.0514753,9.55047,29,1
-0.672408643,0.349553,0.00957681,9.56843,29,1
-0.682033302,0.349553,0.00957681,9.56843,29,1
-0.675953205,0.349553,0.00957681,9.56843,29,1
-0.669724747,0.348356,-0.0011971,9.54089,29,1
-0.660548101,0.348356,-0.0011971,9.54089,29,1
-0.674902381,0.3304,-0.0299275,9.57202,29,1
-0.678669638,0.3304,-0.0299275,9.57202,29,1
-0.681764409,0.3304,-0.0299275,9.57202,29,1
-0.652477857,0.308852,-0.0227449,9.57322,29,1
-0.65665207,0.308852,-0.0227449,9.57322,29,1
-0.665792592,0.270545,0,9.53132,29,1
-0.671301836,0.270545,0,9.53132,29,1
-0.6749172,0.270545,0,9.53132,29,1
-0.674828284,0.244209,-0.00837971,9.59716,29,1
-0.675099206,0.244209,-0.00837971,9.59716,29,1
-0.658413211,0.248997,-0.0454898,9.55646,29,1
-0.665288581,0.248997,-0.0454898,9.55646,29,1
-0.67855356,0.248997,-0.0454898,9.55646,29,1
-0.677921225,0.208296,-0.0454898,9.63307,29,1
-0.696303933,0.208296,-0.0454898,9.63307,29,1
-0.697950757,0.226252,-0.0011971,9.56962,29,1
-0.695229166,0.226252,-0.0011971,9.56962,29,1
-0.681931484,0.226252,-0.0011971,9.56962,29,1
-0.662243742,0.181959,0.0454898,9.59716,29,1
-0.688095159,0.181959,0.0454898,9.59716,29,1
-0.655185544,0.181959,0.0454898,9.59716,29,1
-0.66534553,0.225055,0.0622492,9.54568,29,1
-0.676629503,0.225055,0.0622492,9.54568,29,1
-0.668028113,0.259771,0.0395043,9.56723,29,1
-0.662244532,0.259771,0.0395043,9.56723,29,1
-0.664009013,0.259771,0.0395043,9.56723,29,1
-0.662468049,0.283713,0.0730232,9.62948,29,1
-0.65583234,0.283713,0.0730232,9.62948,29,1
-0.659538229,0.326809,0.0826,9.55167,29,1
-0.682044375,0.326809,0.0826,9.55167,29,1
-0.673237337,0.326809,0.0826,9.55167,29,1
-0.659022874,0.296881,0.0730232,9.57561,29,1
-0.699378763,0.296881,0.0730232,9.57561,29,1
-0.656238594,0.351948,0.0754174,9.61152,29,1
-0.664547741,0.351948,0.0754174,9.61152,29,1
-0.688916374,0.351948,0.0754174,9.61152,29,1
-0.688970235,0.377087,0.0299275,9.55526,29,1
-0.68948043,0.377087,0.0299275,9.55526,29,1
-0.681222006,0.366313,0.0323217,9.62589,29,1
-0.657460865,0.366313,0.0323217,9.62589,29,1
-0.677930612,0.350751,0.0203507,9.54209,29,1
-0.672666602,0.350751,0.0203507,9.54209,29,1
-0.65200184,0.350751,0.0203507,9.54209,29,1
-0.670594935,0.311246,-0.00957681,9.57202,29,1
-0.682554875,0.311246,-0.00957681,9.57202,29,1
-0.680720311,0.311246,-0.00957681,9.57202,29,1
-0.684560604,0.336385,-0.0179565,9.54927,29,1
-0.659796644,0.336385,-0.0179565,9.54927,29,1
-0.681377479,0.288501,-0.0418985,9.59596,29,1
-0.69073743,0.288501,-0.0418985,9.59596,29,1
-0.67375522,0.288501,-0.0418985,9.59596,29,1
-0.686268139,0.27653,-0.0023942,9.56843,29,1
-0.672108852,0.27653,-0.0023942,9.56843,29,1
-0.655743887,0.263362,-0.047884,9.55047,29,1
-0.662090599,0.263362,-0.047884,9.55047,29,1
-0.655838313,0.263362,-0.047884,9.55047,29,1
-0.690435053,0.217872,-0.0347159,9.60075,29,1
-0.660725603,0.217872,-0.0347159,9.60075,29,1
-0.659780165,0.219069,-0.0227449,9.54688,29,1
-0.688386881,0.219069,-0.0227449,9.54688,29,1
-0.657250422,0.219069,-0.0227449,9.54688,29,1
-0.698938808,0.189142,-0.0023942,9.61152,29,1
-0.670719627,0.189142,-0.0023942,9.61152,29,1
-0.652285025,0.211887,0.0203507,9.63068,29,1
-0.687928368,0.211887,0.0203507,9.63068,29,1
-0.678219318,0.211887,0.0203507,9.63068,29,1
-0.691784665,0.229843,0.0227449,9.54209,29,1
-0.654546552,0.229843,0.0227449,9.54209,29,1
-0.656829975,0.233435,0.0670376,9.5804,29,1
-0.678900887,0.233435,0.0670376,9.5804,29,1
-0.684394825,0.233435,0.0670376,9.5804,29,1
-0.663740615,0.268151,0.071826,9.56244,29,1
-0.657832098,0.268151,0.071826,9.56244,29,1
-0.677096218,0.31364,0.0622492,9.60793,29,1
-0.663224907,0.31364,0.0622492,9.60793,29,1
-0.690536064,0.31364,0.0622492,9.60793,29,1
-0.6660797,0.361524,0.059855,9.56364,29,1
-0.681703361,0.361524,0.059855,9.56364,29,1
-0.690798124,0.345962,0.0574608,9.65582,29,1
-0.693152454,0.345962,0.0574608,9.65582,29,1
-0.661858731,0.345962,0.0574608,9.65582,29,1
-0.687616519,0.377087,0.105345,9.52892,29,1
-0.677674608,0.377087,0.105345,9.52892,29,1
-0.661870743,0.366313,0.0287304,9.60793,29,1
-0.680958327,0.366313,0.0287304,9.60793,29,1
-0.670974583,0.366313,0.0287304,9.60793,29,1
-0.652044628,0.363919,0.0023942,9.61392,29,1
-0.688466377,0.363919,0.0023942,9.61392,29,1
-0.691467065,0.371101,0.0023942,9.56843,29,1
-0.658442012,0.371101,0.0023942,9.56843,29,1
-0.65939223,0.371101,0.0023942,9.56843,29,1
-0.66119148,0.289698,-0.0215478,9.61631,29,1
-0.666622575,0.289698,-0.0215478,9.61631,29,1
-0.680132764,0.299275,-0.0191536,9.53132,29,1
-0.690348721,0.299275,-0.0191536,9.53132,29,1
-0.661071558,0.299275,-0.0191536,9.53132,29,1
-0.694466042,0.283713,-0.0227449,9.55885,29,1
-0.662795818,0.283713,-0.0227449,9.55885,29,1
-0.663264209,0.258574,-0.0299275,9.54089,29,1
-0.661182302,0.258574,-0.0299275,9.54089,29,1
-0.654236543,0.258574,-0.0299275,9.54089,29,1
-0.651896088,0.222661,-0.0371101,9.56723,29,1
-0.669330395,0.222661,-0.0371101,9.56723,29,1
-0.667909537,0.195127,-0.00957681,9.60673,29,1
-0.670130224,0.195127,-0.00957681,9.60673,29,1
-0.692394394,0.195127,-0.00957681,9.60673,29,1
-0.65643811,0.208296,-0.0215478,9.4966,29,1
-0.692289988,0.208296,-0.0215478,9.4966,29,1
-0.659937797,0.199916,0.0131681,9.62948,29,1
-0.684800761,0.199916,0.0131681,9.62948,29,1
-0.654542482,0.199916,0.0131681,9.62948,29,1
-0.665493624,0.251391,0.0634463,9.55885,29,1
-0.658910922,0.251391,0.0634463,9.55885,29,1
-0.68896022,0.251391,0.0634463,9.55885,29,1
-0.671046406,0.240617,0.0610521,9.58638,29,1
-0.663378512,0.240617,0.0610521,9.58638,29,1
-0.651683748,0.266953,0.0646434,9.62828,29,1
-0.66144076,0.266953,0.0646434,9.62828,29,1
-0.673518271,0.266953,0.0646434,9.62828,29,1
-0.695140424,0.275333,0.0634463,9.60434,29,1
-0.681597973,0.275333,0.0634463,9.60434,29,1
-0.688777243,0.318429,0.0418985,9.63666,29,1
-0.675499504,0.318429,0.0418985,9.63666,29,1
-0.667698381,0.318429,0.0418985,9.63666,29,1
-0.685823852,0.360327,0.0646434,9.56244,29,1
-0.651589207,0.360327,0.0646434,9.56244,29,1
-0.681581906,0.343568,0.0502782,9.6223,29,1
-0.656062557,0.343568,0.0502782,9.6223,29,1
-0.676644727,0.343568,0.0502782,9.6223,29,1
-0.67547024,0.31364,0.0670376,9.50259,29,1
-0.685436543,0.31364,0.0670376,9.50259,29,1
-0.683776852,0.345962,0.0191536,9.58758,29,1
-0.67296504,0.345962,0.0191536,9.58758,29,1
-0.689111188,0.345962,0.0191536,9.58758,29,1
-0.694410532,0.33878,-0.00957681,9.58878,29,1
-1.373670276,0.33878,-0.00957681,9.58878,29,1
-1.325836007,0.355539,0.0059855,9.60673,29,0
-1.328860375,0.355539,0.0059855,9.60673,29,0
-1.321889314,0.355539,0.0059855,9.60673,29,0
-1.373417517,0.306458,-0.0323217,9.55406,29,0
-1.300908249,0.306458,-0.0323217,9.55406,29,0
-1.341299306,0.306458,-0.0323217,9.55406,29,0
-1.392800642,0.271742,-0.0227449,9.56484,29,0
-1.399003206,0.271742,-0.0227449,9.56484,29,0
-1.323369932,0.266953,-0.0155623,9.57441,29,0
-1.362360879,0.266953,-0.0155623,9.57441,29,0
-1.367574622,0.252588,-0.023942,9.58279,29,0
-1.347083465,0.252588,-0.023942,9.58279,29,0
-1.362357248,0.252588,-0.023942,9.58279,29,0
